Locus_Tag,Recovery_6hours_vs_naive_ratio,Recovery_6hours_vs_naive_FDR,Recovery_6hours_vs_naive_significance,Recovery_6hours_vs_initial_encounter_ratio,Recovery_6hours_vs_initial_encounter_FDR,Recovery_6hours_vs_initial_encounter_significance,Recovery_10hours_vs_recovery_6hours_ratio,Recovery_10hours_vs_recovery_6hours_FDR,Recovery_10hours_vs_recovery_6hours_significance,Recovery_10hours_vs_initial_encounter_ratio,Recovery_10hours_vs_initial_encounter_FDR,Recovery_10hours_vs_initial_encounter_significance,Recovery_15hours_vs_recovery_6hours_ratio,Recovery_15hours_vs_recovery_6hours_FDR,Recovery_15hours_vs_6hours_significance,Recovery_15hours_vs_initial_encounter_significance,Recovery_15hours_vs_initial_encounter_FDR,Recovery_15hours_vs_initial_encounter_significance,Locus Tag,Direction,McLean_product,NcLean_KEGG,McLean_COG,McLean_transport_group,Alternative_locus_tag,Genbank_RefSeq,Genbank_RefSeq_protein_id,Genbank_RefSeq_product,Genbank_RefSeq_EC,Genbank,Genbank_protein_id,Genbank_product,Genbank_EC,Prokka_id,Prokka_product,Prokka_gene_name,Prokka_EC,PATRIC_id,PATRIC_product,PATRIC_EC,PATRIC_class,Seed_id,Seed_product,Seed_EC,eggNog_product,eggNog_gene_name,eggNog_EC,eggNog_KEGG,eggNog_KEGG_pathway,eggNog_KEGG_module,eggNog_KEGG_reaction,eggNog_KEGG_rclass,eggNog_COG,eggNog_GO,Uniprot_id,Uniprot_product,Uniprot_gene_name,Uniprot_EC,Uniprot_GO_IDs,Uniprot_GO_names,Uniprot_subcellular_location ,Uniprot_Transmembrane,Locus_Tag,,Locus Tag,Recovery15_vs_initial_ratio,Recovery15_vs_initial_FDR,Recovery15_vs_initial_call
APY09_00070,-0.43,2.82E-01,no,0.01,9.74E-01,no,0.15,9.97E-01,no,0.16,7.10E-01,no,0.04,9.82E-01,no,0.06,9.07E-01,no,APY09_00070,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS00060,GI:983397100,WP_060565641.1,hypothetical protein,,GI:960430902,KSW12803.1,ABC transporter,,XH001_00012,hypothetical protein,,,fig|1660.4.peg.11,,,,SEED:fig|1660.5.peg.11,conserved secreted protein,,PFAM TadE family protein,,,,,,,,S: Function Unknown ,,A0A0V8RXQ0,ABC transporter,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 12..32;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_00070,,APY09_00070,0.055329884,0.906522157,unchanged
APY09_00075,-0.31,3.88E-01,no,0.36,3.29E-01,no,0.12,9.97E-01,no,0.47,1.92E-01,no,0.23,7.60E-01,no,0.58,1.17E-01,no,APY09_00075,reverse,type II secretion system protein F,K12511,N: Cell motility U: Intracellular trafficing and secretion ,other,APY09_RS00065,GI:983397101,WP_060565642.1,type II secretion system protein F,,GI:960430903,KSW12804.1,type II secretion system protein F,,XH001_00014,Bacterial type II secretion system protein F domain protein,,,fig|1660.4.peg.13,"Type II/IV secretion system protein TadC, associated with Flp pilus assembly",,Membrane Transport,SEED:fig|1660.5.peg.12,"Type II/IV secretion system protein TadC, associated with Flp pilus assembly",,Type II secretion system,,,K12511,,,,,N: Cell motility U: Intracellular trafficing and secretion ,,A0A0V8RXN8,Type II secretion system protein F,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 12..30;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 95..115;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 121..143;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 268..288;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_00075,,APY09_00075,0.575434126,0.116565805,unchanged
APY09_00080,-0.46,3.14E-01,no,0.43,3.65E-01,no,0.05,9.97E-01,no,0.48,3.17E-01,no,0.10,9.38E-01,no,0.53,2.76E-01,no,APY09_00080,reverse,type II secretion system protein F,K12510,U: Intracellular trafficing and secretion ,other,APY09_RS00070,GI:983397102,WP_060565643.1,type II secretion system protein F,,GI:960430904,KSW12805.1,type II secretion system protein F,,XH001_00015,hypothetical protein,,,fig|1660.4.peg.14,Flp pilus assembly protein TadB,,Membrane Transport,SEED:fig|1660.5.peg.13,Flp pilus assembly protein TadB,,Type II secretion system,,,K12510,,,,,U: Intracellular trafficing and secretion ,,A0A0V8RXM7,Type II secretion system protein F,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 63..93;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 226..248;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 254..271;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_00080,,APY09_00080,0.526695364,0.275987411,unchanged
APY09_00085,-0.60,1.39E-01,no,0.00,9.97E-01,no,0.12,9.97E-01,no,0.12,7.82E-01,no,0.17,8.71E-01,no,0.17,7.23E-01,no,APY09_00085,reverse,pilus assembly protein CpaF,K02283,U: Intracellular trafficing and secretion ,other,APY09_RS00075,GI:983397103,WP_060565644.1,pilus assembly protein CpaF,,GI:960430905,KSW12806.1,pilus assembly protein CpaF,,XH001_00016,Putative conjugal transfer protein/MT3759,,,fig|1660.4.peg.15,"Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily",,Membrane Transport,SEED:fig|1660.5.peg.14,"Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily",,Type II IV secretion system protein,cpaF,,K02283,,,,,U: Intracellular trafficing and secretion ,,A0A0V8RXK6,Pilus assembly protein CpaF,,,,,,,APY09_00085,,APY09_00085,0.166707646,0.723411294,unchanged
APY09_00090,-0.41,2.38E-02,no,-0.31,7.92E-02,no,-0.17,9.97E-01,no,-0.48,9.77E-03,no,-0.30,3.47E-01,no,-0.61,2.18E-03,initial,APY09_00090,forward,phosphotransferase,,S: Function Unknown ,,APY09_RS00080,GI:983397104,WP_060565645.1,phosphotransferase,,GI:960430906,KSW12807.1,phosphotransferase,,XH001_00017,Phosphotransferase enzyme family protein,,,fig|1660.4.peg.16,,,,SEED:fig|1660.5.peg.15,Macrolide 2'-phosphotransferase,,"Psort location Cytoplasmic, score",mphA,,,,,,,S: Function Unknown ,,A0A0V8RXN2,Phosphotransferase,,,GO:0016740,transferase activity [GO:0016740],,,APY09_00090,,APY09_00090,-0.607678442,0.002177871,down
APY09_00095,-0.30,4.28E-01,no,-0.29,4.37E-01,no,-0.06,9.97E-01,no,-0.35,3.44E-01,no,-0.06,9.57E-01,no,-0.35,3.61E-01,no,APY09_00095,reverse,hypothetical protein,K09153,S: Function Unknown ,,APY09_RS00085,GI:983397105,WP_060565646.1,hypothetical protein,,GI:960430907,KSW12808.1,hypothetical protein,,XH001_00018,hypothetical protein,,,fig|1660.4.peg.17,,,,SEED:fig|1660.5.peg.16,FIG00761799: membrane protein,,Uncharacterized conserved protein (DUF2304),XK27_09090,,K09153,,,,,S: Function Unknown ,,A0A0V8RXS9,Uncharacterized protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 6..22;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 34..52;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 58..80;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_00095,,APY09_00095,-0.352895823,0.360842437,unchanged
APY09_00100,0.36,2.28E-02,no,0.07,6.61E-01,no,-0.03,9.97E-01,no,0.04,8.22E-01,no,-0.09,7.77E-01,no,-0.02,8.89E-01,no,APY09_00100,reverse,glycosyl transferase family 2,K00786,S: Function Unknown ,,APY09_RS00090,GI:983397106,WP_060565647.1,glycosyl transferase family 2,,GI:960430908,KSW12809.1,glycosyl transferase family 2,,XH001_00019,Undecaprenyl-phosphate mannosyltransferase,,2.4.1.54,fig|1660.4.peg.18,,,,SEED:fig|1660.5.peg.17,Dolichol-phosphate mannosyltransferase (EC 2.4.1.83) in lipid-linked oligosaccharide synthesis cluster,2.4.1.83,"Glycosyltransferase, group 2 family protein",ycbB,,K00786,,,,,S: Function Unknown ,,A0A0V8RXL0,Glycosyl transferase family 2,,,GO:0016740,transferase activity [GO:0016740],,,APY09_00100,,APY09_00100,-0.024820948,0.888531043,unchanged
APY09_00105,0.63,3.84E-04,increased,0.29,7.21E-02,no,0.00,9.97E-01,no,0.29,6.85E-02,no,-0.09,8.17E-01,no,0.20,2.05E-01,no,APY09_00105,reverse,glucose-1-phosphate thymidylyltransferase,K00973,H: Coenzyme metabolism ,,APY09_RS00095,GI:489886691,WP_003790141.1,glucose-1-phosphate thymidylyltransferase,,GI:960430909,KSW12810.1,glucose-1-phosphate thymidylyltransferase,,XH001_00020,Glucose-1-phosphate thymidylyltransferase,rmlA,2.7.7.24,fig|1660.4.peg.19,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),2.7.7.24,Cell Envelope,SEED:fig|1660.5.peg.18,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),2.7.7.24,"Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis",rfbA,2.7.7.24,K00973,"ko00521,ko00523,ko00525,ko01130,",M00793,R02328,RC00002,H: Coenzyme metabolism ,"GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005976,GO:0005996,GO:0006006,GO:0006139,GO:0006220,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008879,GO:0009058,GO:0009059,GO:0009117,GO:0009141,GO:0009147,GO:0009200,GO:0009211,GO:0009219,GO:0009225,GO:0009226,GO:0009262,GO:0009394,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019299,GO:0019300,GO:0019305,GO:0019318,GO:0019319,GO:0019438,GO:0019637,GO:0019692,GO:0030312,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045226,GO:0046075,GO:0046364,GO:0046379,GO:0046383,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0071944,GO:0072527,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901576",A0A0V8RXX1,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),rfbA,2.7.7.24,GO:0008879; GO:0045226; GO:0046872,glucose-1-phosphate thymidylyltransferase activity [GO:0008879]; metal ion binding [GO:0046872]; extracellular polysaccharide biosynthetic process [GO:0045226],,,APY09_00105,,APY09_00105,0.199415544,0.204595503,unchanged
APY09_00110,0.58,4.88E-04,increased,0.44,4.55E-03,no,-0.10,9.97E-01,no,0.34,2.17E-02,no,-0.18,5.29E-01,no,0.26,7.02E-02,no,APY09_00110,forward,"dTDP-4-dehydrorhamnose 3,5-epimerase/reductate",K23987,M: Cell wall/membrane/envelop biogenesis ,,APY09_RS00100,GI:983397107,WP_060565648.1,dTDP-4-dehydrorhamnose reductase,,GI:960430910,KSW12811.1,dTDP-4-dehydrorhamnose reductase,,XH001_00021,"putative dTDP-4-dehydrorhamnose 3,5-epimerase",rfbC,5.1.3.13,fig|1660.4.peg.21,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) / dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)",1.1.1.133,Cell Envelope,SEED:fig|1660.5.peg.19,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) / dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)",1.1.1.133,Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose,rmlC,"1.1.1.133,5.1.3.13","K00067,K01790","ko00521,ko00523,ko01130,",M00793,"R02777,R06514","RC00182,RC01531",M: Cell wall/membrane/envelop biogenesis ,,A0A0V8RXM0,dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133),,1.1.1.133,GO:0008830; GO:0008831; GO:0019305,"dTDP-4-dehydrorhamnose 3,5-epimerase activity [GO:0008830]; dTDP-4-dehydrorhamnose reductase activity [GO:0008831]; dTDP-rhamnose biosynthetic process [GO:0019305]",,,APY09_00110,,APY09_00110,0.264105638,0.070213853,unchanged
APY09_00115,-0.38,4.12E-02,no,-0.33,7.80E-02,no,-0.01,9.97E-01,no,-0.34,7.27E-02,no,0.06,9.11E-01,no,-0.28,1.53E-01,no,APY09_00115,reverse,phosphohydrolase,"K04567,K06951",S: Function Unknown ,,APY09_RS00105,GI:983397108,WP_060565649.1,phosphohydrolase,,GI:960430911,KSW12812.1,phosphohydrolase,,XH001_00022,hypothetical protein,,,fig|1660.4.peg.22,,,,SEED:fig|1660.5.peg.20,hypothetical protein,,Metal dependent phosphohydrolases with conserved 'HD' motif.,,6.1.1.6,"K04567,K06951","ko00970,","M00359,M00360",R03658,"RC00055,RC00523",S: Function Unknown ,,A0A0V8RXK8,Phosphohydrolase,,,GO:0016787,hydrolase activity [GO:0016787],,,APY09_00115,,APY09_00115,-0.277678776,0.152776175,unchanged
APY09_00120,-0.23,1.47E-01,no,-0.18,2.78E-01,no,0.05,9.97E-01,no,-0.13,4.42E-01,no,0.13,6.94E-01,no,-0.05,7.78E-01,no,APY09_00120,reverse,NUDIX hydrolase,"K03574,K06889",F: Nucleotide metabolism and transport ,,APY09_RS00110,GI:983397109,WP_060565650.1,NUDIX hydrolase,,GI:960430912,KSW12813.1,NUDIX hydrolase,,XH001_00023,Nucleoside triphosphatase NudI,nudI,3.6.1.-,fig|1660.4.peg.23,,,,SEED:fig|1660.5.peg.21,Nudix hydrolase family protein,,NUDIX domain,,3.6.1.55,"K03574,K06889",,,,,F: Nucleotide metabolism and transport ,,A0A0V8RXP0,NUDIX hydrolase,,,GO:0016787,hydrolase activity [GO:0016787],,,APY09_00120,,APY09_00120,-0.051201738,0.77788343,unchanged
APY09_00125,-0.27,5.47E-02,no,0.13,3.46E-01,no,-0.09,9.97E-01,no,0.04,7.68E-01,no,-0.08,8.13E-01,no,0.05,7.49E-01,no,APY09_00125,reverse,magnesium transporter CorA,K03284,P: Inorganic ion transport and metabolism ,other metal,APY09_RS00115,GI:983397110,WP_060565651.1,magnesium transporter CorA,,GI:960430913,KSW12814.1,magnesium transporter CorA,,XH001_00024,CorA-like Mg2  transporter protein,,,fig|1660.4.peg.24,,,,SEED:fig|1660.5.peg.22,hypothetical protein,,CorA-like Mg2+ transporter protein,corA,,K03284,,,,,P: Inorganic ion transport and metabolism ,,A0A0V8RXP4,Magnesium transporter CorA,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 356..379;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 391..411;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_00125,,APY09_00125,0.05024549,0.749249477,unchanged
APY09_00130,-0.53,6.31E-04,decreased,-0.47,1.73E-03,no,0.19,9.97E-01,no,-0.28,4.70E-02,no,0.47,3.08E-02,no,0.00,9.94E-01,no,APY09_00130,reverse,cell surface protein,K01448,M: Cell wall/membrane/envelop biogenesis ,,APY09_RS00120,GI:983397111,WP_060565652.1,cell surface protein,,GI:960430914,KSW12815.1,cell surface protein,,XH001_00025,Sporulation-specific N-acetylmuramoyl-L-alanine amidase,cwlC,3.5.1.28,fig|1660.4.peg.25,,,,SEED:fig|1660.5.peg.23,Choline binding protein A,,Putative cell wall binding repeat,,3.5.1.28,K01448,"ko01503,",M00727,R04112,"RC00064,RC00141",M: Cell wall/membrane/envelop biogenesis ,,A0A0V8RXM6,Cell surface protein,,,GO:0004040; GO:0008745; GO:0009253,amidase activity [GO:0004040]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; peptidoglycan catabolic process [GO:0009253],,,APY09_00130,,APY09_00130,-0.001008624,0.993859159,unchanged
APY09_00135,-0.19,2.90E-01,no,0.06,7.71E-01,no,0.09,9.97E-01,no,0.14,4.38E-01,no,0.21,5.07E-01,no,0.26,1.51E-01,no,APY09_00135,reverse,glycosyl transferase family 1,,M: Cell wall/membrane/envelop biogenesis ,,APY09_RS00125,GI:983397112,WP_060565653.1,glycosyl transferase family 1,,GI:960430915,KSW12816.1,glycosyl transferase family 1,,XH001_00026,putative glycosyl transferase,,,fig|1660.4.peg.26,,,,SEED:fig|1660.5.peg.24,"Glycosyl transferase, group 1",,Glycosyltransferase Family 4,wbjE,,,,,,,M: Cell wall/membrane/envelop biogenesis ,,A0A0V8RXN3,Glycosyl transferase family 1,,,GO:0016740,transferase activity [GO:0016740],,,APY09_00135,,APY09_00135,0.264779616,0.151237217,unchanged
APY09_00140,0.04,7.74E-01,no,0.18,1.58E-01,no,-0.01,9.97E-01,no,0.17,1.96E-01,no,-0.08,7.69E-01,no,0.10,4.64E-01,no,APY09_00140,reverse,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,K02474,M: Cell wall/membrane/envelop biogenesis ,,APY09_RS00130,GI:983397113,WP_060565654.1,nucleotide sugar dehydrogenase,,GI:960430916,KSW12817.1,nucleotide sugar dehydrogenase,,XH001_00027,UDP-N-acetyl-D-glucosamine 6-dehydrogenase,wbpA,1.1.1.136,fig|1660.4.peg.27,,,,SEED:fig|1660.5.peg.25,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,,Belongs to the UDP-glucose GDP-mannose dehydrogenase family,wecC,1.1.1.336,"K02472,K02474","ko00520,ko05111,",,"R03317,R06894",RC00291,M: Cell wall/membrane/envelop biogenesis ,,A0A0V8RXP9,Nucleotide sugar dehydrogenase,,,GO:0000271; GO:0016616; GO:0016628; GO:0051287,"NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; polysaccharide biosynthetic process [GO:0000271]",,,APY09_00140,,APY09_00140,0.099521348,0.464014152,unchanged
APY09_00145,-0.14,2.51E-01,no,0.05,6.83E-01,no,0.03,9.97E-01,no,0.08,5.41E-01,no,-0.01,9.92E-01,no,0.04,7.69E-01,no,APY09_00145,forward,glycosyl transferase family 1,,M: Cell wall/membrane/envelop biogenesis ,,APY09_RS00135,GI:983397879,WP_060566392.1,glycosyl transferase family 1,,GI:960431762,KSW13663.1,glycosyl transferase family 1,,XH001_00028,putative glycosyl transferase,,,fig|1660.4.peg.28,,,,SEED:fig|1660.5.peg.26,"glycosyl transferase, group 1 family protein",,Glycosyl transferases group 1,wbmJ,,,,,,,M: Cell wall/membrane/envelop biogenesis ,,A0A0V8S003,Glycosyl transferase family 1,,,GO:0016740,transferase activity [GO:0016740],,,APY09_00145,,APY09_00145,0.039825561,0.768960828,unchanged
APY09_00150,0.04,7.33E-01,no,0.29,2.13E-02,no,0.11,9.97E-01,no,0.39,2.31E-03,no,0.11,6.44E-01,no,0.39,2.82E-03,no,APY09_00150,reverse,polysaccharide biosynthesis protein,,S: Function Unknown ,,APY09_RS00140,GI:983397114,WP_060565655.1,polysaccharide biosynthesis protein,,GI:960430917,KSW12818.1,polysaccharide biosynthesis protein,,XH001_00029,colanic acid exporter,,,fig|1660.4.peg.29,,,,SEED:fig|1660.5.peg.27,O-antigen flippase Wzx,,Polysaccharide biosynthesis protein,wzx,,,,,,,S: Function Unknown ,,A0A0V8RXY8,Polysaccharide biosynthesis protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 47..68;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 89..111;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 123..145;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 157..175;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 181..199;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 224..247;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 259..280;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 301..327;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 339..358;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 365..386;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 392..413;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_00150,,APY09_00150,0.393752296,0.002820848,unchanged
APY09_00155,0.05,7.11E-01,no,0.24,4.08E-02,no,0.07,9.97E-01,no,0.31,9.99E-03,no,0.10,6.75E-01,no,0.33,7.06E-03,no,APY09_00155,forward,glycosyl transferase family 1,,M: Cell wall/membrane/envelop biogenesis ,,APY09_RS00145,GI:983397115,WP_060565656.1,glycosyl transferase family 1,,GI:960430918,KSW12819.1,glycosyl transferase family 1,,XH001_00030,Putative teichuronic acid biosynthesis glycosyltransferase TuaC,tuaC,2.4.-.-,fig|1660.4.peg.30,,,,SEED:fig|1660.5.peg.28,Glycosyltransferase (EC 2.4.1.-),,Glycosyltransferase Family 4,pssS,,,,,,,M: Cell wall/membrane/envelop biogenesis ,,A0A0V8RXQ2,Glycosyl transferase family 1,,,GO:0016740,transferase activity [GO:0016740],,,APY09_00155,,APY09_00155,0.334688685,0.007062226,unchanged
APY09_00160,-0.02,9.06E-01,no,-0.04,8.04E-01,no,0.10,9.97E-01,no,0.06,7.10E-01,no,0.14,6.61E-01,no,0.09,5.97E-01,no,APY09_00160,reverse,dehydrogenase,,S: Function Unknown ,,APY09_RS00150,GI:983397116,WP_060565657.1,dehydrogenase,,GI:960430919,KSW12820.1,dehydrogenase,,XH001_00031,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,iolG_1,1.1.1.18,fig|1660.4.peg.31,NAD-dependent dehydrogenase (EC 1.1.1.18),1.1.1.18,,SEED:fig|1660.5.peg.29,NAD-dependent dehydrogenase (EC 1.1.1.18),1.1.1.18,Oxidoreductase NAD-binding domain protein,MA20_07975,,,,,,,S: Function Unknown ,,A0A0V8RXQ4,Dehydrogenase,,,GO:0016491,oxidoreductase activity [GO:0016491],,,APY09_00160,,APY09_00160,0.092251527,0.596628658,unchanged
APY09_00165,0.08,6.50E-01,no,0.39,3.04E-02,no,0.20,9.97E-01,no,0.59,1.69E-03,recovery,0.22,4.71E-01,no,0.61,1.52E-03,recovery,APY09_00165,reverse,aminotransferase DegT,,E: Amino Acid metabolism and transport ,,APY09_RS00155,GI:983397117,WP_060565658.1,aminotransferase DegT,,GI:960430920,KSW12821.1,aminotransferase DegT,,XH001_00032,UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase,wbpE,2.6.1.98,fig|1660.4.peg.32,,,,SEED:fig|1660.5.peg.30,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.-),,Belongs to the DegT DnrJ EryC1 family,stsC,,,,,,,E: Amino Acid metabolism and transport ,,A0A0V8RXP6,Aminotransferase DegT,,,GO:0008483,transaminase activity [GO:0008483],,,APY09_00165,,APY09_00165,0.611391049,0.001519565,up
APY09_00170,-0.17,3.11E-01,no,-0.19,2.26E-01,no,-0.03,9.97E-01,no,-0.22,1.67E-01,no,0.04,9.26E-01,no,-0.15,3.59E-01,no,APY09_00170,reverse,acetylglucosamine-1-phosphate uridylyltransferase,K13018,S: Function Unknown ,,APY09_RS00160,GI:983397118,WP_060565659.1,acetylglucosamine-1-phosphate uridylyltransferase,,GI:960430921,KSW12822.1,acetylglucosamine-1-phosphate uridylyltransferase,,XH001_00033,"UDP-2-acetamido-3-amino-2, 3-dideoxy-D-glucuronate N-acetyltransferase",wbpD,2.3.1.201,fig|1660.4.peg.33,,,,SEED:fig|1660.5.peg.31,Acetyltransferase (EC 2.3.1.-),,Bacterial transferase hexapeptide repeat protein,wbpD,2.3.1.201,K13018,"ko00520,",,R10100,"RC00004,RC00166",S: Function Unknown ,,A0A0V8RXM1,Acetylglucosamine-1-phosphate uridylyltransferase,,,GO:0016779,nucleotidyltransferase activity [GO:0016779],,,APY09_00170,,APY09_00170,-0.154229078,0.359484508,unchanged
APY09_00175,-0.22,6.32E-02,no,-0.08,5.19E-01,no,0.14,9.97E-01,no,0.05,6.66E-01,no,0.27,1.40E-01,no,0.19,1.21E-01,no,APY09_00175,forward,glycosyl transferase,,S: Function Unknown ,,APY09_RS00165,GI:983397119,WP_060565660.1,glycosyl transferase,,GI:960430922,KSW12823.1,glycosyl transferase,,XH001_00034,Undecaprenyl-phosphate mannosyltransferase,,2.4.1.54,fig|1660.4.peg.34,Polyprenyl-phospho-N-acetylgalactosaminyl synthase PpgS,,Cell Envelope,SEED:fig|1660.5.peg.32,"Glycosyl transferase, family 2",,"Glycosyltransferase, group 2 family protein",,,,,,,,S: Function Unknown ,,A0A0V8RXQ1,Glycosyl transferase,,,GO:0016740,transferase activity [GO:0016740],,,APY09_00175,,APY09_00175,0.187990037,0.121232471,unchanged
APY09_00180,-0.25,8.69E-02,no,-0.33,2.15E-02,no,0.21,9.97E-01,no,-0.12,4.18E-01,no,0.39,8.19E-02,no,0.05,7.35E-01,no,APY09_00180,forward,hypothetical protein,K09153,S: Function Unknown ,,APY09_RS00170,GI:983397120,WP_060565661.1,hypothetical protein,,GI:960430923,KSW12824.1,hypothetical protein,,XH001_00035,hypothetical protein,,,fig|1660.4.peg.35,"Membrane protein Rv3632, enhances catalytic activity of PpgS",,Cell Envelope,SEED:fig|1660.5.peg.33,POSSIBLE CONSERVED MEMBRANE PROTEIN,,Uncharacterized conserved protein (DUF2304),,,K09153,,,,,S: Function Unknown ,,A0A0V8RXT7,Uncharacterized protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 38..56;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 68..88;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_00180,,APY09_00180,0.053297132,0.734815698,unchanged
APY09_00185,-0.15,4.74E-01,no,-0.22,2.68E-01,no,-0.03,9.97E-01,no,-0.26,1.97E-01,no,-0.01,9.92E-01,no,-0.24,2.31E-01,no,APY09_00185,forward,transcriptional regulator,,K: Transcription ,,APY09_RS00175,GI:983397121,WP_060565662.1,transcriptional regulator,,GI:960430924,KSW12825.1,transcriptional regulator,,XH001_00036,Putative transcriptional regulator YvhJ,yvhJ,,fig|1660.4.peg.36,"Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1",,Regulation And Cell Signaling,SEED:fig|1660.5.peg.34,"Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1 (as in PMID19099556)",,Cell envelope-like function transcriptional attenuator common domain protein,,,,,,,,K: Transcription ,,A0A0V8RXM5,Transcriptional regulator,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 21..46;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_00185,,APY09_00185,-0.239576829,0.231327919,unchanged
